"Name","DisplayName","Description","PolicyDefinitionId","EnforcementMode","AssignedBy","Scope","NotScopes","Parameters"
"Enforce-ALZ-Decomm","Enforce ALZ Decommissioned Guardrails","This initiative will help enforce and govern subscriptions that are placed within the decommissioned Management Group as part of your Subscription decommissioning process. See https://aka.ms/alz/policies for more information.","${topLevelManagementGroupResourceId}/providers/Microsoft.Authorization/policySetDefinitions/Enforce-ALZ-Decomm","Default","","*"," ","listOfResourceTypesAllowed.value=microsoft.consumption/tags microsoft.authorization/roleassignments microsoft.authorization/roledefinitions microsoft.authorization/policyassignments microsoft.authorization/locks microsoft.authorization/policydefinitions microsoft.authorization/policysetdefinitions microsoft.resources/tags microsoft.authorization/roleeligibilityschedules microsoft.authorization/roleeligibilityscheduleinstances microsoft.authorization/roleassignmentschedules microsoft.authorization/roleassignmentscheduleinstances"
