"currencyCode","tierMinimumUnits","retailPrice","unitPrice","armRegionName","location","effectiveStartDate","meterId","meterName","productId","skuId","productName","skuName","serviceName","serviceId","serviceFamily","unitOfMeasure","type","isPrimaryMeterRegion","armSkuName","HourlyCost","DailyCost","MonthlyCost","YearlyCost","MBCost","GBCost","TBCost","Tiering","Label"
"AUD","0","0.0234","0.0234","australiaeast","AU East","06/01/2017 00:00:00","816ba1c2-08c7-4e91-9c72-318058b1a670","S2S Connection","DZH318Z0BNXL","DZH318Z0BNXL/00H0","VPN Gateway","VpnGw1AZ","VPN Gateway","DZH314W50487","Networking","1 Hour","Consumption","False","","0.0234","0.5616","16.8480","204.9840",,,,,
"AUD","0","0.327","0.327","australiaeast","AU East","01/01/2025 00:00:00","f7f36e66-5b21-445a-9df1-f192e56ed76c","VpnGw1AZ","DZH318Z0BNXL","DZH318Z0BNXL/00H0","VPN Gateway","VpnGw1AZ","VPN Gateway","DZH314W50487","Networking","1 Hour","Consumption","False","","0.327","7.848","235.440","2864.520",,,,,
