"currencyCode","tierMinimumUnits","retailPrice","unitPrice","armRegionName","location","effectiveStartDate","meterId","meterName","productId","skuId","productName","skuName","serviceName","serviceId","serviceFamily","unitOfMeasure","type","isPrimaryMeterRegion","armSkuName","HourlyCost","DailyCost","MonthlyCost","YearlyCost","MBCost","GBCost","TBCost","Tiering","Label"
"AUD","0","0.5427","0.5427","australiaeast","AU East","10/17/2018 00:00:00","7821a897-fb13-4847-9357-e7447fb94b17","ErGw1AZ Gateway","DZH318Z0BXM7","DZH318Z0BXM7/0030","ExpressRoute Gateway","ErGw1AZ","ExpressRoute","DZH319F2869N","Networking","1 Hour","Consumption","False","","0.5427","13.0248","390.7440","4754.0520",,,,,
