"currencyCode","tierMinimumUnits","retailPrice","unitPrice","armRegionName","location","effectiveStartDate","meterId","meterName","productId","skuId","productName","skuName","serviceName","serviceId","serviceFamily","unitOfMeasure","type","isPrimaryMeterRegion","armSkuName","HourlyCost","DailyCost","MonthlyCost","YearlyCost","MBCost","GBCost","TBCost","Tiering","Label"
"AUD","0","0.0241","0.0241","australiaeast","AU East","05/01/2019 00:00:00","5f492263-6ee9-488d-9b66-02332b889b03","Standard Data Processed","DZH318Z0BZ06","DZH318Z0BZ06/000S","Azure Firewall","Standard","Azure Firewall","DZH318G79HZT","Networking","1 GB","Consumption","False","",,,,,"0.00002353515625","0.0241","24.6784",,
"AUD","0","1.8793","1.8793","australiaeast","AU East","11/01/2018 00:00:00","e90604a4-719b-454b-879d-b85523882c92","Standard Deployment","DZH318Z0BZ06","DZH318Z0BZ06/000S","Azure Firewall","Standard","Azure Firewall","DZH318G79HZT","Networking","1 Hour","Consumption","False","","1.8793","45.1032","1353.0960","16462.6680",,,,,
